,name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
1347,New Zealand,NZL,NZD,6.2,1.464343242,42275.793,59472.274,2018-07-01
1348,Oman,OMN,OMR,1.05,0.385,17731.849,6817.896,2018-07-01
1349,Pakistan,PAK,PKR,375.0,121.49,1653.406,173284.686,2018-07-01
1350,Peru,PER,PEN,10.5,3.2715,6776.888,22098.586,2018-07-01
1351,Philippines,PHL,PHP,140.0,53.487,3153.314,158938.764,2018-07-01
1352,Poland,POL,PLN,10.1,3.68695,13819.834,52215.94,2018-07-01
1353,Portugal,PRT,EUR,3.25,0.853205921,21482.834,19023.436,2018-07-01
1354,Qatar,QAT,QAR,12.0,3.641,59127.513,215224.146,2018-07-01
1355,Romania,ROU,RON,9.2,3.97325,10717.263,43352.775,2018-07-01
1356,Russia,RUS,RUB,130.0,62.14065,10723.996,625294.118,2018-07-01
1357,Saudi Arabia,SAU,SAR,12.0,3.7504,21923.705,82213.892,2018-07-01
1358,Singapore,SGP,SGD,5.8,1.35585,61164.897,84464.136,2018-07-01
1359,Slovakia,SVK,EUR,3.0,0.853205921,17591.574,15577.655,2018-07-01
1360,Slovenia,SVN,EUR,2.3,0.853205921,23511.316,20819.693,2018-07-01
1361,Sweden,SWE,SEK,51.0,8.7526,53459.072,457014.17,2018-07-01
1362,Thailand,THA,THB,119.0,33.17,6596.224,223792.876,2018-07-01
1363,Turkey,TUR,TRY,10.75,4.70625,10628.898,38778.189,2018-07-01
1364,Taiwan,TWN,TWD,69.0,30.3725,25061.624,762936.397,2018-07-01
1365,Ukraine,UKR,UAH,50.0,26.199,2655.99,70657.179,2018-07-01
1366,Uruguay,URY,UYU,140.0,31.31,18405.742,527309.172,2018-07-01
1367,United States,USA,USD,4.62,1.0,59878.72,59878.72,2018-07-01
1368,Vietnam,VNM,VND,65000.0,23039.5,2957.899,67191171.646,2018-07-01
1369,South Africa,ZAF,ZAR,31.0,13.3619,6678.292,88938.159,2018-07-01
1370,United Arab Emirates,ARE,AED,14.0,3.67315,45591.68,167435.443,2019-01-01
1371,Argentina,ARG,ARS,75.0,37.455,11786.433,331385.003,2019-01-01
1372,Australia,AUS,AUD,6.1,1.401639919,56341.937,75309.302,2019-01-01
1373,Austria,AUT,EUR,3.76,0.872486149,51234.477,43364.29,2019-01-01
1374,Azerbaijan,AZE,AZN,3.95,1.6965,4759.796,8091.654,2019-01-01
1375,Belgium,BEL,EUR,4.2,0.872486149,47685.347,40360.346,2019-01-01
1376,Bahrain,BHR,BHD,1.2,0.377,25149.47,9456.201,2019-01-01
1377,Brazil,BRA,BRL,16.9,3.71795,9194.148,33593.808,2019-01-01
1378,Canada,CAN,CAD,6.77,1.3314,46625.859,60418.624,2019-01-01
1379,Switzerland,CHE,CHF,6.5,0.98165,85545.271,83654.008,2019-01-01
1380,Chile,CHL,CLP,2640.0,678.99,15755.003,10102435.897,2019-01-01
1381,China,CHN,CNY,20.9,6.8497,9848.949,65160.648,2019-01-01
1382,Colombia,COL,COP,11900.0,3191.5,6923.64,20468748.983,2019-01-01
1383,Costa Rica,CRI,CRC,2290.0,606.975,12428.924,7170945.547,2019-01-01
1384,Czech Republic,CZE,CZK,85.0,22.31165,23468.355,509965.405,2019-01-01
1385,Germany,DEU,EUR,4.12,0.872486149,47961.036,40593.686,2019-01-01
1386,Denmark,DNK,DKK,30.0,6.51545,61724.492,389766.64,2019-01-01
1387,Egypt,EGY,EGP,40.0,17.91,2710.158,48055.613,2019-01-01
1388,Spain,ESP,EUR,3.95,0.872486149,30438.338,25762.67,2019-01-01
1389,Estonia,EST,EUR,3.2,0.872486149,23176.358,19616.211,2019-01-01
1390,Euro area,EUZ,EUR,4.05,0.872486149,40447.9333915754,34234.6730969022,2019-01-01
1391,Finland,FIN,EUR,4.62,0.872486149,50032.02,42346.544,2019-01-01
1392,France,FRA,EUR,4.2,0.872486149,43060.59,36446.004,2019-01-01
1393,Britain,GBR,GBP,3.19,0.78320802,43377.759,32473.508,2019-01-01
1394,Greece,GRC,EUR,3.35,0.872486149,19750.743,16716.809,2019-01-01
1395,Guatemala,GTM,GTQ,25.0,7.7283,4247.463,31936.142,2019-01-01
1396,Hong Kong,HKG,HKD,20.0,7.83435,48310.038,378678.232,2019-01-01
1397,Honduras,HND,HNL,85.0,24.3391,2506.62,59915.056,2019-01-01
1398,Croatia,HRV,HRK,21.0,6.47885,15009.085,12703.523,2019-01-01
1399,Hungary,HUN,HUF,850.0,280.26875,16421.009,4437148.19,2019-01-01
1400,Indonesia,IDN,IDR,33000.0,14090.0,3947.248,56173024.391,2019-01-01
1401,India,IND,INR,178.0,69.685,1974.378,138054.232,2019-01-01
1402,Ireland,IRL,EUR,4.07,0.872486149,78990.344,66856.546,2019-01-01
1403,Israel,ISR,ILS,17.0,3.70785,42422.85,152321.709,2019-01-01
1404,Italy,ITA,EUR,4.2,0.872486149,34917.563,29553.836,2019-01-01
1405,Jordan,JOR,JOD,1.95,0.7096,4358.325,3090.047,2019-01-01
1406,Japan,JPN,JPY,390.0,108.44,39850.331,4400400.278,2019-01-01
1407,South Korea,KOR,KRW,4500.0,1118.6,33447.154,36797331.894,2019-01-01
1408,Kuwait,KWT,KWD,1.05,0.3031,29903.564,9029.575,2019-01-01
1409,Lebanon,LBN,LBP,6500.0,1507.0,8003.824,12065764.276,2019-01-01
1410,Sri Lanka,LKA,LKR,580.0,182.245,4360.149,708441.809,2019-01-01
1411,Lithuania,LTU,EUR,2.85,0.872486149,19195.049,16246.476,2019-01-01
1412,Latvia,LVA,EUR,2.8,0.872486149,17806.561,15071.274,2019-01-01
1413,Moldova,MDA,MDL,40.0,17.263,4121.047,69244.477,2019-01-01
1414,Mexico,MEX,MXN,49.0,19.30875,9753.667,187702.894,2019-01-01
1415,Malaysia,MYS,MYR,9.05,4.1175,11086.113,44708.375,2019-01-01
1416,Nicaragua,NIC,NIO,103.0,32.3607,2008.404,63371.596,2019-01-01
1417,Netherlands,NLD,EUR,4.0,0.872486149,53224.694,45048.787,2019-01-01
1418,Norway,NOR,NOK,50.0,8.5329,82843.494,673724.714,2019-01-01
1419,New Zealand,NZL,NZD,6.2,1.479289941,42761.93,61709.879,2019-01-01
1420,Oman,OMN,OMR,1.05,0.3849,19885.103,7645.822,2019-01-01
1421,Pakistan,PAK,PKR,460.0,138.88,1698.034,186840.572,2019-01-01
1422,Peru,PER,PEN,10.5,3.3485,7051.59,23179.458,2019-01-01
1423,Philippines,PHL,PHP,140.0,52.3925,3279.519,172704.151,2019-01-01
1424,Poland,POL,PLN,10.5,3.74845,15504.366,55995.05,2019-01-01
1425,Portugal,PRT,EUR,3.25,0.872486149,23573.299,19952.177,2019-01-01
1426,Qatar,QAT,QAR,12.0,3.64125,66421.617,241774.685,2019-01-01
1427,Romania,ROU,RON,9.3,4.06695,12465.699,49098.192,2019-01-01
1428,Russia,RUS,RUB,110.17,66.685,11261.716,707596.351,2019-01-01
1429,Saudi Arabia,SAU,SAR,12.0,3.75115,25336.456,95011.711,2019-01-01
1430,Singapore,SGP,SGD,5.8,1.3559,66836.539,90151.908,2019-01-01
1431,Slovakia,SVK,EUR,3.2,0.872486149,19508.308,16511.615,2019-01-01
1432,Slovenia,SVN,EUR,2.3,0.872486149,26224.257,22195.918,2019-01-01
1433,Sweden,SWE,SEK,52.0,8.90625,54295.731,471966.636,2019-01-01
1434,Thailand,THA,THB,119.0,32.0075,7295.952,235830.442,2019-01-01
1435,Turkey,TUR,TRY,10.75,5.3834,9507.996,45836.468,2019-01-01
1436,Taiwan,TWN,TWD,69.0,30.803,25825.566,778967.95,2019-01-01
1437,Ukraine,UKR,UAH,54.0,27.8,3118.001,84802.208,2019-01-01
1438,Uruguay,URY,UYU,140.0,32.51,18408.701,565389.487,2019-01-01
1439,United States,USA,USD,4.71,1.0,62787.782,62787.782,2019-01-01
1440,Vietnam,VNM,VND,65000.0,23199.0,3216.254,74039698.853,2019-01-01
1441,South Africa,ZAF,ZAR,31.0,13.8675,6972.702,92314.503,2019-01-01
1442,United Arab Emirates,ARE,AED,14.75,3.67315,45591.68,167435.443,2019-07-09
1443,Argentina,ARG,ARS,120.0,41.8045,11786.433,331385.003,2019-07-09
1444,Australia,AUS,AUD,6.15,1.443626389,56341.937,75309.302,2019-07-09
1445,Austria,AUT,EUR,3.81,0.892339267,51234.477,43364.29,2019-07-09
1446,Azerbaijan,AZE,AZN,3.95,1.6965,4759.796,8091.654,2019-07-09
1447,Belgium,BEL,EUR,4.2,0.892339267,47685.347,40360.346,2019-07-09
1448,Bahrain,BHR,BHD,1.4,0.377,25149.47,9456.201,2019-07-09
1449,Brazil,BRA,BRL,17.5,3.8073,9194.148,33593.808,2019-07-09
1450,Canada,CAN,CAD,6.77,1.31305,46625.859,60418.624,2019-07-09
1451,Switzerland,CHE,CHF,6.5,0.99355,85545.271,83654.008,2019-07-09
1452,Chile,CHL,CLP,2640.0,689.75,15755.003,10102435.897,2019-07-09
1453,China,CHN,CNY,21.0,6.8846,9848.949,65160.648,2019-07-09
1454,Colombia,COL,COP,11900.0,3227.0,6923.64,20468748.983,2019-07-09
1455,Costa Rica,CRI,CRC,2290.0,581.935,12428.924,7170945.547,2019-07-09
1456,Czech Republic,CZE,CZK,85.0,22.7993,23468.355,509965.405,2019-07-09
1457,Germany,DEU,EUR,4.14,0.892339267,47961.036,40593.686,2019-07-09
1458,Denmark,DNK,DKK,30.0,6.6593,61724.492,389766.64,2019-07-09
1459,Egypt,EGY,EGP,42.0,16.615,2710.158,48055.613,2019-07-09
1460,Spain,ESP,EUR,3.95,0.892339267,30438.338,25762.67,2019-07-09
1461,Estonia,EST,EUR,3.2,0.892339267,23176.358,19616.211,2019-07-09
1462,Euro area,EUZ,EUR,4.08,0.892339267,40447.9333915754,34234.6730969022,2019-07-09
1463,Finland,FIN,EUR,4.75,0.892339267,50032.02,42346.544,2019-07-09
1464,France,FRA,EUR,4.2,0.892339267,43060.59,36446.004,2019-07-09
1465,Britain,GBR,GBP,3.29,0.802181935,43377.759,32473.508,2019-07-09
1466,Greece,GRC,EUR,3.3,0.892339267,19750.743,16716.809,2019-07-09
1467,Guatemala,GTM,GTQ,25.0,7.6802,4247.463,31936.142,2019-07-09
1468,Hong Kong,HKG,HKD,20.5,7.8105,48310.038,378678.232,2019-07-09
1469,Honduras,HND,HNL,86.0,24.4834,2506.62,59915.056,2019-07-09
1470,Croatia,HRV,HRK,22.0,6.5981,15009.085,12703.523,2019-07-09
1471,Hungary,HUN,HUF,900.0,290.5412,16421.009,4437148.19,2019-07-09
1472,Indonesia,IDN,IDR,32000.0,14130.0,3947.248,56173024.391,2019-07-09
1473,India,IND,INR,183.0,68.5544,1974.378,138054.232,2019-07-09
1474,Ireland,IRL,EUR,4.3,0.892339267,78990.344,66856.546,2019-07-09
1475,Israel,ISR,ILS,17.0,3.5667,42422.85,152321.709,2019-07-09
1476,Italy,ITA,EUR,4.3,0.892339267,34917.563,29553.836,2019-07-09
1477,Jordan,JOR,JOD,2.3,0.709,4358.325,3090.047,2019-07-09
1478,Japan,JPN,JPY,390.0,108.765,39850.331,4400400.278,2019-07-09
1479,South Korea,KOR,KRW,4500.0,1180.55,33447.154,36797331.894,2019-07-09
1480,Kuwait,KWT,KWD,1.1,0.3045,29903.564,9029.575,2019-07-09
1481,Lebanon,LBN,LBP,6500.0,1507.0,8003.824,12065764.276,2019-07-09
1482,Sri Lanka,LKA,LKR,640.0,175.675,4360.149,708441.809,2019-07-09
1483,Lithuania,LTU,EUR,2.85,0.892339267,19195.049,16246.476,2019-07-09
1484,Latvia,LVA,EUR,2.85,0.892339267,17806.561,15071.274,2019-07-09
1485,Moldova,MDA,MDL,43.0,17.8142,4121.047,69244.477,2019-07-09
1486,Mexico,MEX,MXN,50.0,18.89525,9753.667,187702.894,2019-07-09
1487,Malaysia,MYS,MYR,8.85,4.1425,11086.113,44708.375,2019-07-09
1488,Nicaragua,NIC,NIO,110.0,33.1621,2008.404,63371.596,2019-07-09
1489,Netherlands,NLD,EUR,4.06,0.892339267,53224.694,45048.787,2019-07-09
1490,Norway,NOR,NOK,42.0,8.65275,82843.494,673724.714,2019-07-09
1491,New Zealand,NZL,NZD,6.4,1.513431706,42761.93,61709.879,2019-07-09
1492,Oman,OMN,OMR,1.21,0.385,19885.103,7645.822,2019-07-09
1493,Pakistan,PAK,PKR,480.0,157.45,1698.034,186840.572,2019-07-09
1494,Peru,PER,PEN,10.5,3.2868,7051.59,23179.458,2019-07-09
1495,Philippines,PHL,PHP,142.0,51.3175,3279.519,172704.151,2019-07-09
1496,Poland,POL,PLN,10.8,3.80775,15504.366,55995.05,2019-07-09
1497,Portugal,PRT,EUR,3.25,0.892339267,23573.299,19952.177,2019-07-09
1498,Qatar,QAT,QAR,13.0,3.64175,66421.617,241774.685,2019-07-09
1499,Romania,ROU,RON,9.3,4.2192,12465.699,49098.192,2019-07-09
1500,Russia,RUS,RUB,130.0,63.83875,11261.716,707596.351,2019-07-09
1501,Saudi Arabia,SAU,SAR,13.0,3.75035,25336.456,95011.711,2019-07-09
1502,Singapore,SGP,SGD,5.8,1.3613,66836.539,90151.908,2019-07-09
1503,Slovakia,SVK,EUR,3.2,0.892339267,19508.308,16511.615,2019-07-09
1504,Slovenia,SVN,EUR,2.4,0.892339267,26224.257,22195.918,2019-07-09
1505,Sweden,SWE,SEK,51.0,9.47505,54295.731,471966.636,2019-07-09
1506,Thailand,THA,THB,119.0,30.8275,7295.952,235830.442,2019-07-09
1507,Turkey,TUR,TRY,13.99,5.722,9507.996,45836.468,2019-07-09
1508,Taiwan,TWN,TWD,72.0,31.172,25825.566,778967.95,2019-07-09
1509,Ukraine,UKR,UAH,57.0,25.6475,3118.001,84802.208,2019-07-09
1510,Uruguay,URY,UYU,164.0,35.1695,18408.701,565389.487,2019-07-09
1511,United States,USA,USD,4.71,1.0,62787.782,62787.782,2019-07-09
1512,Vietnam,VNM,VND,65000.0,23231.0,3216.254,74039698.853,2019-07-09
1513,South Africa,ZAF,ZAR,31.0,14.175,6972.702,92314.503,2019-07-09
1514,United Arab Emirates,ARE,AED,14.75,3.67315,43981.605,161522.445,2020-01-14
1515,Argentina,ARG,ARS,171.0,60.0656,10054.023,485155.344,2020-01-14
1516,Australia,AUS,AUD,6.45,1.449065353,54266.751,78034.034,2020-01-14
1517,Austria,AUT,EUR,3.84,0.899159286,50195.321,44833.341,2020-01-14
1518,Azerbaijan,AZE,AZN,3.95,1.6965,4826.352,8204.799,2020-01-14
1519,Belgium,BEL,EUR,4.3,0.899159286,46780.073,41782.917,2020-01-14
1520,Bahrain,BHR,BHD,1.4,0.377,26051.303,9795.29,2020-01-14
1521,Brazil,BRA,BRL,19.9,4.1419,8914.171,35161.725,2020-01-14
1522,Canada,CAN,CAD,6.77,1.30655,46449.962,61629.502,2020-01-14
1523,Switzerland,CHE,CHF,6.5,0.96825,84473.28,83941.872,2020-01-14
1524,Chile,CHL,CLP,2640.0,772.74,14567.988,10244937.253,2020-01-14
1525,China,CHN,CNY,21.5,6.885,10170.061,70259.02,2020-01-14
1526,Colombia,COL,COP,11900.0,3287.625,6540.141,21460743.995,2020-01-14
1527,Costa Rica,CRI,CRC,2350.0,569.965,12691.126,7454064.392,2020-01-14
1528,Czech Republic,CZE,CZK,85.0,22.63095,23713.889,543812.842,2020-01-14
1529,Germany,DEU,EUR,4.14,0.899159286,46798.83,41799.67,2020-01-14
1530,Denmark,DNK,DKK,30.0,6.71935,59678.596,398023.21,2020-01-14
1531,Egypt,EGY,EGP,42.0,15.88,3214.301,56582.406,2020-01-14
1532,Spain,ESP,EUR,4.2,0.899159286,29603.298,26441.005,2020-01-14
1533,Estonia,EST,EUR,3.2,0.899159286,23427.074,20924.54,2020-01-14
1534,Euro area,EUZ,EUR,4.12,0.899159286,39499.8778488446,35280.411958451,2020-01-14
1535,Finland,FIN,EUR,4.83,0.899159286,48667.723,43468.924,2020-01-14
1536,France,FRA,EUR,4.2,0.899159286,41924.837,37446.329,2020-01-14
1537,Britain,GBR,GBP,3.39,0.76866905,42797.258,33509.709,2020-01-14
1538,Greece,GRC,EUR,3.3,0.899159286,19140.988,17096.304,2020-01-14
1539,Guatemala,GTM,GTQ,25.0,7.7063,4379.802,33717.026,2020-01-14
1540,Hong Kong,HKG,HKD,20.5,7.77535,48277.982,378302.241,2020-01-14
1541,Honduras,HND,HNL,87.0,24.6548,2568.062,62937.107,2020-01-14
1542,Croatia,HRV,HRK,22.0,6.6965,15089.097,13477.245,2020-01-14
1543,Hungary,HUN,HUF,900.0,298.7502,16778.75,4877205.157,2020-01-14
1544,Indonesia,IDN,IDR,33000.0,13670.0,4194.086,59317914.263,2020-01-14
1545,India,IND,INR,188.0,70.87815,2050.163,145350.407,2020-01-14
1546,Ireland,IRL,EUR,4.2,0.899159286,80694.065,72074.138,2020-01-14
1547,Israel,ISR,ILS,17.0,3.4595,44466.798,158503.118,2020-01-14
1548,Italy,ITA,EUR,4.3,0.899159286,33628.143,30035.907,2020-01-14
1549,Jordan,JOR,JOD,2.3,0.709,4460.394,3162.413,2020-01-14
1550,Japan,JPN,JPY,390.0,110.04,40547.967,4420120.305,2020-01-14
1551,South Korea,KOR,KRW,4500.0,1156.1,31902.417,37177720.808,2020-01-14
1552,Kuwait,KWT,KWD,1.1,0.3034,28513.431,8656.996,2020-01-14
1553,Lebanon,LBN,LBP,6500.0,1514.0,7421.491,11697696.037,2020-01-14
1554,Sri Lanka,LKA,LKR,580.0,181.45,4082.694,729760.859,2020-01-14
1555,Lithuania,LTU,EUR,2.85,0.899159286,19597.295,17503.866,2020-01-14
1556,Latvia,LVA,EUR,2.85,0.899159286,17889.752,15978.727,2020-01-14
1557,Moldova,MDA,MDL,45.0,17.42,4376.654,76911.52,2020-01-14
1558,Mexico,MEX,MXN,50.0,18.8205,10025.539,193128.306,2020-01-14
1559,Malaysia,MYS,MYR,9.5,4.0745,11231.539,46512.868,2020-01-14
1560,Nicaragua,NIC,NIO,120.0,33.8763,1924.473,63669.794,2020-01-14
1561,Netherlands,NLD,EUR,4.09,0.899159286,52672.504,47045.905,2020-01-14
1562,Norway,NOR,NOK,53.0,8.87515,76518.169,673359.887,2020-01-14
1563,New Zealand,NZL,NZD,6.5,1.513546239,42287.322,64141.327,2020-01-14
1564,Oman,OMN,OMR,1.155,0.38505,19069.311,7332.15,2020-01-14
1565,Pakistan,PAK,PKR,520.0,154.875,1500.683,204713.255,2020-01-14
1566,Peru,PER,PEN,11.9,3.3276,7006.337,23379.853,2020-01-14
1567,Philippines,PHL,PHP,142.0,50.58,3512.195,181916.898,2020-01-14
1568,Poland,POL,PLN,11.0,3.7966,15694.594,60266.588,2020-01-14
1569,Portugal,PRT,EUR,3.25,0.899159286,23333.317,20840.798,2020-01-14
1570,Qatar,QAT,QAR,13.0,3.641,63007.696,229348.012,2020-01-14
1571,Romania,ROU,RON,9.5,4.2982,12928.148,54793.938,2020-01-14
1572,Russia,RUS,RUB,135.0,61.4325,11555.269,746910.03,2020-01-14
1573,Saudi Arabia,SAU,SAR,13.0,3.7518,24506.435,91899.131,2020-01-14
1574,Singapore,SGP,SGD,5.9,1.34715,66070.471,90130.583,2020-01-14
1575,Slovakia,SVK,EUR,3.4,0.899159286,19398.856,17326.625,2020-01-14
1576,Slovenia,SVN,EUR,2.4,0.899159286,26112.484,23323.088,2020-01-14
1577,Sweden,SWE,SEK,51.5,9.4591,51694.498,488944.612,2020-01-14
1578,Thailand,THA,THB,115.0,30.2775,7812.108,242571.391,2020-01-14
1579,Turkey,TUR,TRY,12.99,5.88025,9132.945,51851.756,2020-01-14
1580,Taiwan,TWN,TWD,72.0,29.8845,25903.168,801107.277,2020-01-14
1581,Ukraine,UKR,UAH,57.0,23.99,3687.839,95301.489,2020-01-14
1582,Uruguay,URY,UYU,179.0,37.435,17404.371,613527.298,2020-01-14
1583,United States,USA,USD,4.82,1.0,65077.295,65077.295,2020-01-14
1584,Vietnam,VNM,VND,66000.0,23176.0,3439.102,79880604.94,2020-01-14
1585,South Africa,ZAF,ZAR,31.0,14.391,6609.041,95511.102,2020-01-14
1586,United Arab Emirates,ARE,AED,14.75,3.67295,43981.605,161522.445,2020-07-01
1587,Argentina,ARG,ARS,250.0,71.24065,10054.023,485155.344,2020-07-01
1588,Australia,AUS,AUD,6.55,1.430615165,54266.751,78034.034,2020-07-01
1589,Austria,AUT,EUR,3.86,0.879623521,50195.321,44833.341,2020-07-01
1590,Azerbaijan,AZE,AZN,3.95,1.699,4826.352,8204.799,2020-07-01
1591,Belgium,BEL,EUR,4.35,0.879623521,46780.073,41782.917,2020-07-01
1592,Bahrain,BHR,BHD,1.4,0.37705,26051.303,9795.29,2020-07-01
1593,Brazil,BRA,BRL,20.9,5.34045,8914.171,35161.725,2020-07-01
1594,Canada,CAN,CAD,6.88,1.3552,46449.962,61629.502,2020-07-01
1595,Switzerland,CHE,CHF,6.5,0.94125,84473.28,83941.872,2020-07-01
1596,Chile,CHL,CLP,2740.0,787.7,14567.988,10244937.253,2020-07-01
1597,China,CHN,CNY,21.7,7.0035,10170.061,70259.02,2020-07-01
1598,Colombia,COL,COP,11900.0,3617.01,6540.141,21460743.995,2020-07-01
1599,Costa Rica,CRI,CRC,2350.0,581.825,12691.126,7454064.392,2020-07-01
1600,Czech Republic,CZE,CZK,89.0,23.4134,23713.889,543812.842,2020-07-01
1601,Germany,DEU,EUR,4.45,0.879623521,46798.83,41799.67,2020-07-01
1602,Denmark,DNK,DKK,30.0,6.54935,59678.596,398023.21,2020-07-01
1603,Egypt,EGY,EGP,42.0,15.95,3214.301,56582.406,2020-07-01
1604,Spain,ESP,EUR,4.1,0.879623521,29603.298,26441.005,2020-07-01
1605,Estonia,EST,EUR,3.2,0.879623521,23427.074,20924.54,2020-07-01
1606,Euro area,EUZ,EUR,4.21,0.879623521,39499.8778488446,35280.411958451,2020-07-01
1607,Finland,FIN,EUR,4.88,0.879623521,48667.723,43468.924,2020-07-01
1608,France,FRA,EUR,4.2,0.879623521,41924.837,37446.329,2020-07-01
1609,Britain,GBR,GBP,3.39,0.79255003,42797.258,33509.709,2020-07-01
1610,Greece,GRC,EUR,3.3,0.879623521,19140.988,17096.304,2020-07-01
1611,Guatemala,GTM,GTQ,25.0,7.693,4379.802,33717.026,2020-07-01
1612,Hong Kong,HKG,HKD,20.5,7.75095,48277.982,378302.241,2020-07-01
1613,Honduras,HND,HNL,87.0,24.6907,2568.062,62937.107,2020-07-01
1614,Croatia,HRV,HRK,22.0,6.6272,15089.097,13477.245,2020-07-01
1615,Hungary,HUN,HUF,900.0,311.37795,16778.75,4877205.157,2020-07-01
1616,Indonesia,IDN,IDR,34000.0,14435.0,4194.086,59317914.263,2020-07-01
1617,India,IND,INR,190.0,75.1975,2050.163,145350.407,2020-07-01
1618,Ireland,IRL,EUR,4.3,0.879623521,80694.065,72074.138,2020-07-01
1619,Israel,ISR,ILS,17.0,3.4367,44466.798,158503.118,2020-07-01
1620,Italy,ITA,EUR,4.3,0.879623521,33628.143,30035.907,2020-07-01
1621,Jordan,JOR,JOD,2.3,0.709,4460.394,3162.413,2020-07-01
1622,Japan,JPN,JPY,390.0,107.275,40547.967,4420120.305,2020-07-01
1623,South Korea,KOR,KRW,4500.0,1200.95,31902.417,37177720.808,2020-07-01
1624,Kuwait,KWT,KWD,1.15,0.3078,28513.431,8656.996,2020-07-01
1625,Lebanon,LBN,LBP,9000.0,1512.0,7421.491,11697696.037,2020-07-01
1626,Sri Lanka,LKA,LKR,680.0,185.85,4082.694,729760.859,2020-07-01
1627,Lithuania,LTU,EUR,2.85,0.879623521,19597.295,17503.866,2020-07-01
1628,Latvia,LVA,EUR,2.85,0.879623521,17889.752,15978.727,2020-07-01
1629,Moldova,MDA,MDL,47.0,17.075,4376.654,76911.52,2020-07-01
1630,Mexico,MEX,MXN,50.0,22.436,10025.539,193128.306,2020-07-01
1631,Malaysia,MYS,MYR,9.99,4.2655,11231.539,46512.868,2020-07-01
1632,Nicaragua,NIC,NIO,120.0,34.3752,1924.473,63669.794,2020-07-01
1633,Netherlands,NLD,EUR,4.09,0.879623521,52672.504,47045.905,2020-07-01
1634,Norway,NOR,NOK,52.0,9.37105,76518.169,673359.887,2020-07-01
1635,New Zealand,NZL,NZD,6.6,1.51779616,42287.322,64141.327,2020-07-01
1636,Oman,OMN,OMR,1.1,0.385,19069.311,7332.15,2020-07-01
1637,Pakistan,PAK,PKR,550.0,166.5,1500.683,204713.255,2020-07-01
1638,Peru,PER,PEN,11.9,3.4973,7006.337,23379.853,2020-07-01
1639,Philippines,PHL,PHP,142.0,49.426,3512.195,181916.898,2020-07-01
1640,Poland,POL,PLN,11.0,3.94345,15694.594,60266.588,2020-07-01
1641,Portugal,PRT,EUR,3.45,0.879623521,23333.317,20840.798,2020-07-01
1642,Qatar,QAT,QAR,13.0,3.641,63007.696,229348.012,2020-07-01
1643,Romania,ROU,RON,9.9,4.26005,12928.148,54793.938,2020-07-01
1644,Russia,RUS,RUB,135.0,70.585,11555.269,746910.03,2020-07-01
1645,Saudi Arabia,SAU,SAR,14.0,3.75105,24506.435,91899.131,2020-07-01
1646,Singapore,SGP,SGD,5.9,1.3876,66070.471,90130.583,2020-07-01
1647,Slovakia,SVK,EUR,3.6,0.879623521,19398.856,17326.625,2020-07-01
1648,Slovenia,SVN,EUR,2.5,0.879623521,26112.484,23323.088,2020-07-01
1649,Sweden,SWE,SEK,52.6,9.1384,51694.498,488944.612,2020-07-01
1650,Thailand,THA,THB,128.0,31.385,7812.108,242571.391,2020-07-01
1651,Turkey,TUR,TRY,13.99,6.8595,9132.945,51851.756,2020-07-01
1652,Taiwan,TWN,TWD,72.0,29.4565,25903.168,801107.277,2020-07-01
1653,Ukraine,UKR,UAH,59.0,27.13,3687.839,95301.489,2020-07-01
1654,Uruguay,URY,UYU,189.0,43.675,17404.371,613527.298,2020-07-01
1655,United States,USA,USD,4.82,1.0,65077.295,65077.295,2020-07-01
1656,Vietnam,VNM,VND,66000.0,23180.0,3439.102,79880604.94,2020-07-01
1657,South Africa,ZAF,ZAR,31.0,16.6725,6609.041,95511.102,2020-07-01
1658,United Arab Emirates,ARE,AED,14.75,3.67315,37648.963,138265.817,2021-01-01
1659,Argentina,ARG,ARS,320.0,85.3736,8571.937,605476.777,2021-01-01
1660,Australia,AUS,AUD,6.48,1.299967501,53071.718,76868.472,2021-01-01
1661,Austria,AUT,EUR,3.88,0.823011399,48857.083,42808.954,2021-01-01
1662,Azerbaijan,AZE,AZN,3.95,1.699,4240.844,7209.435,2021-01-01
1663,Belgium,BEL,EUR,4.35,0.823011399,45545.134,39906.999,2021-01-01
1664,Bahrain,BHR,BHD,1.5,0.377,23517.244,8842.484,2021-01-01
1665,Brazil,BRA,BRL,21.9,5.5046,6970.719,35935.685,2021-01-01
1666,Canada,CAN,CAD,6.77,1.2803,43383.713,58184.182,2021-01-01
1667,Switzerland,CHE,CHF,6.5,0.89155,85872.732,80631.49,2021-01-01
1668,Chile,CHL,CLP,2940.0,719.425,13067.742,10351818.58,2021-01-01
1669,China,CHN,CNY,22.4,6.4751,10525.001,72630.397,2021-01-01
1670,Colombia,COL,COP,12950.0,3460.5,5363.072,19807305.68,2021-01-01
1671,Costa Rica,CRI,CRC,2350.0,613.77,12163.927,7116292.837,2021-01-01
1672,Czech Republic,CZE,CZK,89.0,21.5909,23001.306,533866.053,2021-01-01
1673,Germany,DEU,EUR,4.46,0.823011399,46735.314,40949.844,2021-01-01
1674,Denmark,DNK,DKK,30.0,6.12065,61005.841,399109.495,2021-01-01
1675,Egypt,EGY,EGP,42.5,15.64,3802.438,61159.046,2021-01-01
1676,Spain,ESP,EUR,4.33,0.823011399,26943.767,23608.338,2021-01-01
